started_at,2025-06-23 09:00:00+00:00
completed_at,2025-09-08 16:17:30+00:00
""
Resource Utilization
Resource ID,Resource name,Utilization Ratio,Tasks Allocated,Worked Time (seconds),Available Time (seconds),Pool ID,Pool name
Appraise property,1000,1.7976931348623157e+308,0,0,0,0.0,0,0.0,0.0,1800.0,1800.0,1800.0,1800000.0,1800.0,1800.0,1800.0,1800000.0,0.0,230400.0,230.4,230400.0,1800.0,232200.0,2030.4,2030400.0,1800.0,232200.0,2030.4,2030400.0,10.0,10.0,10.0,10000.0
Check credit history,1000,1.7976931348623157e+308,0,0,0,0.0,350.0,0.35,350.0,1600.0,1600.0,1600.0,1600000.0,1600.0,1950.0,1600.35,1600350.0,0.0,230400.0,230.4,230400.0,1600.0,232000.0,1830.75,1830750.0,1600.0,232000.0,1830.4,1830400.0,8.88888888888889,8.88888888888889,8.88888888888874,8888.88888888874
AML check,1000,1.7976931348623157e+308,0,0,0,0.0,0,0.0,0.0,1800.0,1800.0,1800.0,1800000.0,1800.0,1800.0,1800.0,1800000.0,0.0,230400.0,230.4,230400.0,1800.0,232200.0,2030.4,2030400.0,1800.0,232200.0,2030.4,2030400.0,10.0,10.0,10.0,10000.0
Assess loan risk,1000,1.7976931348623157e+308,0,0,0,0.0,0,0.0,0.0,1750.0,1750.0,1750.0,1750000.0,1750.0,1750.0,1750.0,1750000.0,0.0,57600.0,288.0,288000.0,1750.0,59350.0,2038.0,2038000.0,1750.0,59350.0,2038.0,2038000.0,9.722222222222221,9.722222222222221,9.722222222222438,9722.222222222437
Reject application,402,1.7976931348623157e+308,0,0,0,0.0,0,0.0,0.0,2000.0,2000.0,2000.0,804000.0,2000.0,2000.0,2000.0,804000.0,0.0,230400.0,4728.358208955224,1900800.0,2000.0,232400.0,6728.358208955224,2704800.0,2000.0,232400.0,6728.358208955224,2704800.0,11.11111111111111,11.11111111111111,11.111111111111208,4466.666666666706
Design loan offer,598,1.7976931348623157e+308,0,0,0,0.0,0,0.0,0.0,3000.0,3000.0,3000.0,1794000.0,3000.0,3000.0,3000.0,1794000.0,0.0,230400.0,9632.10702341137,5760000.0,3000.0,233400.0,12632.10702341137,7554000.0,3000.0,233400.0,12632.10702341137,7554000.0,16.666666666666668,16.666666666666668,16.66666666666666,9966.666666666662
Approve loan offer,598,1.7976931348623157e+308,0,0,0,0.0,450.0,0.7525083612040134,450.0,900.0,900.0,900.0,538200.0,900.0,1350.0,900.752508361204,538650.0,0.0,0,0.0,0.0,900.0,1350.0,900.752508361204,538650.0,900.0,900.0,900.0,538200.0,5.0,5.0,5.0,2990.0
Cancel application,357,1.7976931348623157e+308,0,0,0,0.0,0,0.0,0.0,1200.0,1200.0,1200.0,428400.0,1200.0,1200.0,1200.0,428400.0,0.0,230400.0,5485.714285714285,1958400.0,1200.0,231600.0,6685.714285714285,2386800.0,1200.0,231600.0,6685.714285714285,2386800.0,6.666666666666667,6.666666666666667,6.666666666666671,2380.000000000002
Return application back to applicant,87,1.7976931348623157e+308,0,0,0,0.0,0,0.0,0.0,2500.0,2500.0,2500.0,217500.0,2500.0,2500.0,2500.0,217500.0,0.0,0,0.0,0.0,2500.0,2500.0,2500.0,217500.0,2500.0,2500.0,2500.0,217500.0,13.88888888888889,13.88888888888889,13.888888888888907,1208.3333333333348
Approve application,241,1.7976931348623157e+308,0,0,0,0.0,0,0.0,0.0,1100.0,1100.0,1100.0,265100.0,1100.0,1100.0,1100.0,265100.0,0.0,230400.0,6931.120331950207,1670400.0,1100.0,231500.0,8031.120331950207,1935500.0,1100.0,231500.0,8031.120331950207,1935500.0,6.111111111111111,6.111111111111111,6.11111111111109,1472.7777777777728
Applicant completes form,87,1.7976931348623157e+308,0,0,0,0.0,0,0.0,0.0,900.0,900.0,900.0,78300.0,900.0,900.0,900.0,78300.0,0.0,57600.0,662.0689655172414,57600.0,900.0,58500.0,1562.0689655172414,135900.0,900.0,58500.0,1562.0689655172414,135900.0,5.0,5.0,5.0,435.0
""
Overall Scenario Statistics
KPI,Min,Max,Average,Accumulated Value,Trace Ocurrences
cycle_time,7050.0,48600.0,13903.7,13903700.0,1000
processing_time,7050.0,48800.0,13050.45,13050450.0,1000
idle_cycle_time,7050.0,250250.0,22738.2,22738200.0,1000
idle_processing_time,7050.0,250450.0,21884.95,21884950.0,1000
waiting_time,0.0,7200.0,990.8,990800.0,1000
idle_time,0.0,204250.0,8834.5,8834500.0,1000
